female_precision,male_precision,female_ndcg,male_ndcg
0.7999999523162842,0.8018072247505188,0.8327369689941406,0.8406107425689697
0.800534725189209,0.8036145567893982,0.8322997093200684,0.8404396176338196
0.8002673387527466,0.805220901966095,0.8353075385093689,0.8376314043998718
0.7986631393432617,0.8056224584579468,0.8316647410392761,0.8402488827705383
0.800000011920929,0.8074296712875366,0.8360655903816223,0.8419381976127625
0.8026737570762634,0.802610456943512,0.8316696882247925,0.8420509099960327
0.8021390438079834,0.805220901966095,0.8345080614089966,0.8430562019348145
0.8024064302444458,0.8070281744003296,0.8346149921417236,0.8410106301307678
0.8018717169761658,0.8058232665061951,0.8349541425704956,0.8420303463935852
0.801871657371521,0.8076304793357849,0.8316781520843506,0.8417012691497803
